model_id,component,n_bins,f_sat_target,alpha_s,f_sat_actual,rms_fractional_residual,mean_abs_fractional_residual,chi2_diag_jk_raw,rms_pull_jk,selected_for_paper,selection_reason,diagcov_chi2_total,diagcov_chi2_cov,diagcov_chi2_total_cov,diagcov_chi2_xi0,diagcov_chi2_xi2,diagcov_chi2_wp,diagcov_rank,fullcov_chi2_total,fullcov_chi2_cov,fullcov_chi2_total_cov,fullcov_chi2_xi0,fullcov_chi2_xi2,fullcov_chi2_wp,fullcov_rank
tng3002_fsat0p160_alphaS0p600,xi2,28,0.16,0.6,0.16004366812227075,0.977921410058604,0.6012062341275513,2172.570003435084,8.808619973467312,1,diagcov_top5,509.5071791917204,1578.34226136756,1578.3422615507438,186.04745890492512,214.78814939009644,108.67157071351502,3,509.5071791917204,1032.8047416714967,1032.8047418546805,186.04745890492512,214.78814939009644,108.67157071351502,13
tng3002_fsat0p160_alphaS0p800,all,72,0.16,0.8,0.16004366812227075,0.6021539976596249,0.40475579092234404,6156.984508582364,9.247360365548138,1,diagcov_top5;fullcov_top5,363.19309812890515,1425.827991461179,1425.8279916443628,183.94920202693686,71.33964523241913,107.90425068636534,1,363.19309812890515,802.366693733975,802.3666939171588,183.94920202693686,71.33964523241913,107.90425068636534,3
tng3002_fsat0p160_alphaS0p800,wp,16,0.16,0.8,0.16004366812227075,0.314885609863471,0.22387558230987298,1305.6793756753939,9.033546423178004,1,diagcov_top5;fullcov_top5,363.19309812890515,1425.827991461179,1425.8279916443628,183.94920202693686,71.33964523241913,107.90425068636534,1,363.19309812890515,802.366693733975,802.3666939171588,183.94920202693686,71.33964523241913,107.90425068636534,3
tng3002_fsat0p160_alphaS0p800,xi0,28,0.16,0.8,0.16004366812227075,0.7381844457660864,0.45491675183969266,3271.200209214494,10.808726978720372,1,diagcov_top5;fullcov_top5,363.19309812890515,1425.827991461179,1425.8279916443628,183.94920202693686,71.33964523241913,107.90425068636534,1,363.19309812890515,802.366693733975,802.3666939171588,183.94920202693686,71.33964523241913,107.90425068636534,3
tng3002_fsat0p160_alphaS0p800,xi2,28,0.16,0.8,0.16004366812227075,0.5751501845060204,0.4579549492121218,1580.1049236924762,7.512144747227833,1,diagcov_top5;fullcov_top5,363.19309812890515,1425.827991461179,1425.8279916443628,183.94920202693686,71.33964523241913,107.90425068636534,1,363.19309812890515,802.366693733975,802.3666939171588,183.94920202693686,71.33964523241913,107.90425068636534,3
tng3002_fsat0p160_alphaS1p000,all,72,0.16,1.0,0.16004366812227075,0.581904752437667,0.3963376774559235,6324.356912723973,9.372208408614249,1,diagcov_top5;fullcov_top5,354.68108459148607,1464.5879166308148,1464.5879168139986,180.4134966065304,66.76533185557054,107.50225594620127,2,354.68108459148607,785.8677629602713,785.8677631434551,180.4134966065304,66.76533185557054,107.50225594620127,2
tng3002_fsat0p160_alphaS1p000,wp,16,0.16,1.0,0.16004366812227075,0.31402303017359756,0.22351663696393054,1299.5746629067241,9.012403476968297,1,diagcov_top5;fullcov_top5,354.68108459148607,1464.5879166308148,1464.5879168139986,180.4134966065304,66.76533185557054,107.50225594620127,2,354.68108459148607,785.8677629602713,785.8677631434551,180.4134966065304,66.76533185557054,107.50225594620127,2
tng3002_fsat0p160_alphaS1p000,xi0,28,0.16,1.0,0.16004366812227075,0.7423115859200127,0.45150849298708273,3245.488292101222,10.766164412011932,1,diagcov_top5;fullcov_top5,354.68108459148607,1464.5879166308148,1464.5879168139986,180.4134966065304,66.76533185557054,107.50225594620127,2,354.68108459148607,785.8677629602713,785.8677631434551,180.4134966065304,66.76533185557054,107.50225594620127,2
tng3002_fsat0p160_alphaS1p000,xi2,28,0.16,1.0,0.16004366812227075,0.5131707107103198,0.4399217422059031,1779.2939577160278,7.971587845314911,1,diagcov_top5;fullcov_top5,354.68108459148607,1464.5879166308148,1464.5879168139986,180.4134966065304,66.76533185557054,107.50225594620127,2,354.68108459148607,785.8677629602713,785.8677631434551,180.4134966065304,66.76533185557054,107.50225594620127,2
tng3002_fsat0p160_alphaS1p200,all,72,0.16,1.2,0.16004366812227075,0.6136934658305679,0.42392825224559105,7077.916088806656,9.914857039933288,1,diagcov_top5,407.81916063312747,1639.0963574078576,1639.0963575910414,177.3607430075098,123.55613546573237,106.90228197670152,5,407.81916063312747,949.565482223049,949.5654824062328,177.3607430075098,123.55613546573237,106.90228197670152,9
tng3002_fsat0p160_alphaS1p200,wp,16,0.16,1.2,0.16004366812227075,0.3129307575426048,0.22216959962833172,1287.6919370999497,8.971106178657504,1,diagcov_top5,407.81916063312747,1639.0963574078576,1639.0963575910414,177.3607430075098,123.55613546573237,106.90228197670152,5,407.81916063312747,949.565482223049,949.5654824062328,177.3607430075098,123.55613546573237,106.90228197670152,9
tng3002_fsat0p160_alphaS1p200,xi0,28,0.16,1.2,0.16004366812227075,0.7533616081936997,0.4485509221616203,3321.9672535715413,10.892276512628342,1,diagcov_top5,407.81916063312747,1639.0963574078576,1639.0963575910414,177.3607430075098,123.55613546573237,106.90228197670152,5,407.81916063312747,949.565482223049,949.5654824062328,177.3607430075098,123.55613546573237,106.90228197670152,9
