label,split,covariance_mode,hartlap_scale,f_sat_target,alpha_s,radial_scale,f_sat_actual,chi2,source_chi2_total,source_chi2_wp,source_chi2_xi0,source_chi2_xi2
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.3,1.5,0.11999989653661006,3927.0752389995077,3727.873355194457,2241.5212843738836,196.94970182579442,1289.402368994779
minimal_hod_profile,joint,full,0.23157894736842105,0.12,0.7,2.0,0.11999989653661006,4038.5101048132155,3217.832750774701,1826.1653434229981,190.3618747663987,1201.3055325853043
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.1,3.0,0.11999989653661006,4113.043191738739,2625.1933237395697,1160.8900938628128,198.06415646181316,1266.2390734149435
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.1,2.0,0.11999989653661006,4269.9850848746,3424.1192795570214,1826.4851670112257,196.96980611305025,1400.6643064327454
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.3,3.0,0.11999989653661006,4400.908027416282,2495.79970326833,1160.9893557652342,198.12181784620728,1136.6885296568887
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.3,2.0,0.11999989653661006,4511.751466977333,3279.1414132071814,1826.8437395493631,197.26072642668925,1255.036947231129
minimal_hod_profile,wp,diagonal,0.8210526315789474,0.04,0.7,4.0,0.03999988713084733,970.953579776035,277.8655712753845,78.10002851575892,19.670368785130247,180.0951739744952
minimal_hod_profile,wp,diagonal,0.8210526315789474,0.04,1.1,4.0,0.03999988713084733,971.9268120416721,236.57110402821513,78.14279190551026,20.732783704158297,137.69552841854642
minimal_hod_profile,wp,diagonal,0.8210526315789474,0.04,1.3,4.0,0.03999988713084733,972.060087832558,243.80064281774256,78.155700023349,21.03417993122393,144.61076286316947
minimal_hod_profile,wp,diagonal,0.8210526315789474,0.04,0.7,1.0,0.03999988713084733,1131.5810942576168,326.2182973999459,151.72928620353426,19.444043890477065,155.0449673059344
minimal_hod_profile,wp,diagonal,0.8210526315789474,0.04,1.3,1.0,0.03999988713084733,1131.9523956490343,289.8865017946044,151.73921522000364,20.91662068579321,117.23066588880737
